BorrowerName,BorrowerAddress,BorrowerCity,BorrowerState,InitialApprovalAmount,LoanStatus,DateApproved,LoanNumber,NAICSCode,ServicingLenderName,OriginatingLender
"ESPERANZA SHELTER, INC.",3130 Rufina Street,SANTA FE,NM,295920.0,Paid in Full,04/29/2020,4482597301,624221,Century Bank,Century Bank
RUKA INC.,9800 Menaul Blvd NE,Albuquerque,NM,295487.5,Paid in Full,02/17/2021,9417538406,722511,Century Bank,Century Bank
"ROYAL CHEVROLET BUICK GMC, INC",637 E Chicago Rd,COLDWATER,MI,294800.0,Paid in Full,04/03/2020,4489897006,441110,Century Bank and Trust,Century Bank and Trust
LIL EXPLORERS ROGERS INC,21830 S DIAMOND LAKE RD,ROGERS,MN,294500.0,Paid in Full,04/07/2020,6639087005,624410,21st Century Bank,21st Century Bank
"WOODCO PREFINISHING, INC",3140 103RD LN NE,BLAINE,MN,293000.0,Paid in Full,04/09/2020,9959967001,321918,21st Century Bank,21st Century Bank
"KRINZMAN, HUSS & LUBETSKY LLP",800 BRICKELL AVE,MIAMI,FL,292951.05,Paid in Full,04/13/2020,5038437101,922130,U.S. Century Bank,U.S. Century Bank
OMANN CONTRACTING COMPANIES INC,6551 LABEAUX AVE,ALBERTVILLE,MN,292600.0,Paid in Full,04/09/2020,9586947002,237310,21st Century Bank,21st Century Bank
HALF MOON EMPANADAS 2011 LLC,5201 NE 5th Ave,Miami,FL,292575.5,Paid in Full,01/28/2021,7205198301,722513,U.S. Century Bank,U.S. Century Bank
MEIRELES TRUCK SALES INC.,4501 NW 27th Avenue,MIAMI,FL,292500.0,Paid in Full,04/12/2020,3807707106,333992,U.S. Century Bank,U.S. Century Bank
STUDIO ON FIRE LLC,825 Carleton St,Saint Paul,MN,292300.0,Paid in Full,01/21/2021,3126988306,323111,21st Century Bank,21st Century Bank
CRABEL,"6930 VENTURE CIR, UNIT A-1",ORLANDO,FL,290605.0,Paid in Full,04/28/2020,1733107307,811121,U.S. Century Bank,U.S. Century Bank
PAMLICO POOL COMPANY,2585 N Columbia St,Milledgeville,GA,290420.0,Paid in Full,04/11/2020,2986387106,238910,Century Bank & Trust,Century Bank & Trust
SANTA FE GRILL CATERING CO. LLC,750 W PALMS,LAS CRUCES,NM,289921.2,Paid in Full,04/09/2020,9698367010,722513,Century Bank,Century Bank
NOBLE & VRAPI P.A.,5931 Jefferson St NE Ste A,Albuquerque,NM,288450.0,Paid in Full,02/02/2021,1525178406,541199,Century Bank,Century Bank
"STUDIO ON FIRE, LLC",825 CARLETON ST,SAINT PAUL,MN,287400.0,Paid in Full,04/05/2020,5148427001,323111,21st Century Bank,21st Century Bank
EL FLORIDITA LOBSTER INC,2411 SW 147th Ave,Miami,FL,287301.0,Paid in Full,02/01/2021,1348548408,722511,U.S. Century Bank,U.S. Century Bank
INTERACTIVE BLUE COMMUNICATIONS LLC,4150 sw 70 court,MIAMI,FL,287004.0,Paid in Full,04/13/2020,5060887103,517919,U.S. Century Bank,U.S. Century Bank
LC UNIVERSITY LLC,4239 Balloon Park Rd NE Ste A,Albuquerque,NM,286461.0,Paid in Full,02/25/2021,4015478504,721110,Century Bank,Century Bank
"SANSALONE EXCAVATING, L.L.C.",2906 Vine Rd,Vineland,NJ,286340.0,Paid in Full,01/16/2021,1211988301,238910,Century Savings Bank,Century Savings Bank
"SANSALONE EXCAVATING, L.L.C.",2906 VINE RD,VINELAND,NJ,286300.0,Paid in Full,04/27/2020,3954077205,238910,Century Savings Bank,Century Savings Bank
ST. STEPHEN CATHOLIC SCHOOL,10424 Saint Stephen Cir,Riverview,FL,286137.5,Paid in Full,03/30/2021,2839368706,611310,Century Bank of Florida,Century Bank of Florida
SUN MECHANICAL INC.,10834 178th Cir NW,Elk River,MN,285600.0,Paid in Full,04/26/2021,1964388902,238220,21st Century Bank,21st Century Bank
"CAREGIVERS MAKING A DIFFERENCE, INC.",9298 CENTRAL AVE NE STE 202,MINNEAPOLIS,MN,285600.0,Paid in Full,04/08/2020,7815307004,621610,21st Century Bank,21st Century Bank
PEDIATRIC ASSOCIATES L.L.C.,1318 S Main Rd,Vineland,NJ,285392.0,Paid in Full,01/23/2021,4477018304,621111,Century Savings Bank,Century Savings Bank
"PRESIDENTE SUPERMARKET NO. 23, INC.",2199 NW 36TH ST,MIAMI,FL,284650.0,Paid in Full,04/27/2020,5326317203,445110,U.S. Century Bank,U.S. Century Bank
GRACE CHURCH ROSEVILLE INC.,1310 COUNTY ROAD B2 W,SAINT PAUL,MN,283400.0,Paid in Full,04/09/2020,9742957008,813110,21st Century Bank,21st Century Bank
TIERRA WEST LLC,5571 MIDWAY PARK PL,ALBUQUERQUE,NM,282982.5,Paid in Full,04/09/2020,9920967004,541330,Century Bank,Century Bank
"WILSON INDUSTRIES, LLC",PO Box 249,GAINESVILLE,MO,282500.0,Paid in Full,04/03/2020,4502587002,326199,Century Bank of the Ozarks,Century Bank of the Ozarks
MD HOLDINGS LLC,8809 WASHINGTON ST NE STE 125,ALBUQUERQUE,NM,282165.0,Paid in Full,04/11/2020,2698987104,621610,Century Bank,Century Bank
"PRO-FAB, INC.",1040 Bosque Farms Blvd,BOSQUE FARMS,NM,282080.0,Paid in Full,04/29/2020,4475427309,331210,Century Bank,Century Bank
"FARRELL, PATEL, JOMARRON & LOPEZ PLLC",4300 Biscayne Blvd Ste 305,Miami,FL,280885.1,Paid in Full,02/02/2021,1761508400,541110,U.S. Century Bank,U.S. Century Bank
KINGDOM ACADEMY INC.,9010 SW 157th Ave,Miami,FL,280805.0,Paid in Full,04/07/2021,8218768702,624410,U.S. Century Bank,U.S. Century Bank
SANTA FE STUCCO & ROOFING INC.,3600 Cerrillos Rd Ste 101,Santa Fe,NM,280692.0,Paid in Full,01/23/2021,4341658309,238160,Century Bank,Century Bank
"HOEY MARKETING, INC.",8201 CENTRAL AVE N,MINNEAPOLIS,MN,280500.0,Paid in Full,04/06/2020,6393997006,541613,21st Century Bank,21st Century Bank
CHOUCROUTE LLC,162 5th Ave,Brooklyn,NY,280305.17,Paid in Full,05/12/2021,9866868907,722511,U.S. Century Bank,U.S. Century Bank
ONEPAYHR LLC,2009 Eubank Blvd NE,Albuquerque,NM,280000.0,Paid in Full,01/28/2021,7718648300,541214,Century Bank,Century Bank
LAMPLIGHTERS YESHIVA,196 Albany Avenue,BROOKLYN,NY,279444.12,Paid in Full,04/27/2020,4522687201,611699,U.S. Century Bank,U.S. Century Bank
"NOORA, INC.",74 LONG LAKE RD,BLOOMFIELD HILLS,MI,279415.0,Paid in Full,05/01/2020,9220317301,445110,U.S. Century Bank,U.S. Century Bank
STELLA CONTRACTING INC.,586 Route 40,Elmer,NJ,279095.0,Paid in Full,01/29/2021,8337618303,238910,Century Savings Bank,Century Savings Bank
CARMEN'S CORP,15941 PINES BLVD,PEMBROKE PINES,FL,279021.5,Paid in Full,04/12/2020,3729147108,722511,U.S. Century Bank,U.S. Century Bank
TREES OF CORRALES LTD,7752 CORRALES RD,CORRALES,NM,278502.5,Paid in Full,04/08/2020,7961077005,111421,Century Bank,Century Bank
"NEW MEXICO PHILHARMONIC, INC.",3035 MENAUL BLVD,ALBUQUERQUE,NM,277810.0,Paid in Full,04/10/2020,1788507110,711320,Century Bank,Century Bank
2 CARING HANDS INC.,20752 Gemini Trl,Lakeville,MN,277500.0,Paid in Full,02/27/2021,5056498500,623312,21st Century Bank,21st Century Bank
SURFSIDE ANGELS LLC,4014 CHASE AVE,MIAMI BEACH,FL,276995.0,Paid in Full,04/29/2020,3997177309,722320,U.S. Century Bank,U.S. Century Bank
"TREES OF CORRALES WHOLESALE, INC",7752 CORRALES RD,CORRALES,NM,276480.0,Paid in Full,04/08/2020,7921467010,111421,Century Bank,Century Bank
"PASCUAL, PEREZ & ASSOCIATES INC",1330 NW 84 Ave,DORAL,FL,276382.5,Paid in Full,04/12/2020,4108507100,541310,U.S. Century Bank,U.S. Century Bank
LEADER LOGISTICS GROUP,410 JAY ST,COLDWATER,MI,275900.0,Paid in Full,04/04/2020,4761987009,493110,Century Bank and Trust,Century Bank and Trust
"PLATINUM ENERGY SERVICES, LLC",399 HOGAN RD,RUSTON,LA,275427.15,Paid in Full,04/09/2020,9482227004,335929,Century Next Bank,Century Next Bank
"STARBOARD JV, LLC",12540 W ATLANTIC BLVD,CORAL SPRINGS,FL,275067.5,Paid in Full,04/13/2020,5556297107,722513,U.S. Century Bank,U.S. Century Bank
CUBE CARE CO.,"6043 NW 167TH ST, STE A23",HIALEAH,FL,275000.0,Paid in Full,04/12/2020,4159247105,442291,U.S. Century Bank,U.S. Century Bank
EDUARDO SOTO P.A.,999 Ponce de Leon Blvd Ste 1040,Coral Gables,FL,275000.0,Paid in Full,01/28/2021,7370188302,922130,U.S. Century Bank,U.S. Century Bank
GARRISON DISPOSAL COMPANY,36091 400TH AVE,AITKIN,MN,275000.0,Paid in Full,04/06/2020,6333987001,562111,21st Century Bank,21st Century Bank
MANZANA CENTER INC.,300 Juan Medina Rd,Chimayo,NM,275000.0,Paid in Full,04/14/2020,6766257109,722511,Century Bank,Century Bank
BUDAGHER CO,3435 BATAAN MEMORIAL W,LAS CRUCES,NM,273965.0,Paid in Full,04/10/2020,1415477100,334220,Century Bank,Century Bank
"ENGINEERING DESIGN ASSOCIATES OF MARMORA, P.A.",5 RADCLIFF LN,OCEAN VIEW,NJ,273000.0,Paid in Full,04/27/2020,3844907204,541330,Century Savings Bank,Century Savings Bank
BJSTEVENS UNLIMITED LLC,1673 DELAWARE AVE,SAINT PAUL,MN,273000.0,Paid in Full,04/04/2020,5038527006,812112,21st Century Bank,21st Century Bank
TRIPLE H DRILLING INC,303 McMillan Rd,West Monroe,LA,272775.6,Paid in Full,01/28/2021,7726938304,237990,Century Next Bank,Century Next Bank
"HOWARD J. GELB, M.D., P.A.",9980  CENTRAL PARK BLVD NORTH SUITE 222,BOCA RATON,FL,272697.0,Paid in Full,04/27/2020,4928167209,621111,U.S. Century Bank,U.S. Century Bank
"SPORT TRUCK USA - COLDWATER, INC.",647 E Chicago Road,COLDWATER,MI,272100.0,Paid in Full,04/04/2020,4653037009,441228,Century Bank and Trust,Century Bank and Trust
HORIZON PROPERTIES OF MIAMI INC,18610 NW 87 AVENUE SUITE 204,HIALEAH,FL,271388.87,Paid in Full,04/12/2020,4103427101,531110,U.S. Century Bank,U.S. Century Bank
MCNAB & MCNAB ENTERPRISES T INC,2900 Cheney Highway,TITUSVILLE,FL,271165.0,Paid in Full,04/15/2020,9484677101,722511,Century Bank,Century Bank
"JEFFREY COOPER, O.D., P.C.",807 Dorsey Street,GAINESVILLE,GA,269720.82,Paid in Full,04/29/2020,2250767306,621320,First Century Bank National Association,First Century Bank National Association
BLUE GINGER SEAFOOD AND STEAKHOUSE INC,14395 Miramar Pkwy,Miramar,FL,269483.58,Paid in Full,01/30/2021,9177558303,722511,U.S. Century Bank,U.S. Century Bank
BJSTEVENS UNLIMITED LLC,1673 Delaware Ave,Mendota Heights,MN,269000.0,Paid in Full,01/19/2021,1615298302,812112,21st Century Bank,21st Century Bank
LAW OFFICE OF MICHELANGELO MORTELLARO P.A.,13528 Prestige Pl Ste 106,Tampa,FL,268970.0,Paid in Full,03/26/2021,9782728609,541110,Century Bank of Florida,Century Bank of Florida
EGOLF+FERLIC+MARTINEZ+HARWOOD LLC,123 W San Francisco St Fl 2,Santa Fe,NM,268922.0,Paid in Full,03/23/2021,6494168609,541110,Century Bank,Century Bank
"EGOLF+FERLIC+MARTINEZ+HARWOOD, LLC",123 W SAN FRANCISCO ST,SANTA FE,NM,268922.0,Paid in Full,04/09/2020,9544697001,541110,Century Bank,Century Bank
JEFFREY COOPER O.D. P.C.,539 Park Ave,New York,NY,268867.31,Paid in Full,01/22/2021,3923078307,621320,First Century Bank National Association,First Century Bank National Association
"JK ICE VENTURES, INC.",319 Pokagon Trl Ste C,Angola,IN,268540.0,Paid in Full,01/16/2021,1071098302,238220,Century Bank and Trust,Century Bank and Trust
"JK ICE VENTURES, INC.",319 POKAGON TRL,ANGOLA,IN,268500.0,Paid in Full,04/04/2020,4813137004,236210,Century Bank and Trust,Century Bank and Trust
FENSTRA LAWN SERVICE LLC,26100 Sylvan Lake Pkwy,Rogers,MN,268400.0,Paid in Full,01/23/2021,4641588303,561730,21st Century Bank,21st Century Bank
MAGIC JANITORIAL SERVICES INC,6907 50TH ST,MIAMI,FL,267970.0,Paid in Full,04/27/2020,4260777203,561720,U.S. Century Bank,U.S. Century Bank
94TH. SPIRIT GRILL 'LLC',1395 NW 57TH AVE,MIAMI,FL,267755.0,Paid in Full,04/30/2020,7262437301,722511,U.S. Century Bank,U.S. Century Bank
SITE SANTA FE,1606 Paseo de Peralta,Santa Fe,NM,267500.0,Paid in Full,01/29/2021,8256678308,712110,Century Bank,Century Bank
SMC CARE INC,10767 BENTWATER LN,SAINT PAUL,MN,267300.0,Paid in Full,04/04/2020,4836947003,531110,21st Century Bank,21st Century Bank
"BURKE BRANDS, LLC",521 NE 189 ST,MIAMI,FL,266735.0,Paid in Full,04/13/2020,4916047102,445299,U.S. Century Bank,U.S. Century Bank
STEPPING STONES ELC INC.,3299 Ridgestone Way,Saint Paul,MN,266600.0,Paid in Full,01/21/2021,2829468305,624410,21st Century Bank,21st Century Bank
C AND L PUMP SERVICE INC.,PELLICANO DR,EL PASO,TX,266400.0,Paid in Full,04/08/2020,8698757004,811310,Century Bank,Century Bank
SOMA INSURANCE CORPORATION,8514 SW  8TH ST,MIAMI,FL,265930.0,Paid in Full,04/12/2020,4105947108,524210,U.S. Century Bank,U.S. Century Bank
WORLD OF AMERICA GLOBAL PARTNERS LLC,703 Waterford Way,MIAMI,FL,264230.0,Paid in Full,04/15/2020,2027357200,524210,U.S. Century Bank,U.S. Century Bank
LIL EXPLORERS ROGERS INC,21830 S Diamond Lake Rd,Rogers,MN,263900.0,Paid in Full,01/19/2021,1614048306,624410,21st Century Bank,21st Century Bank
C&L PUMP SERVICE INC.,11227 Pellicano Dr Ste B,El Paso,TX,263735.0,Paid in Full,01/28/2021,7163968308,811310,Century Bank,Century Bank
TESTA HECK TESTA & WHITE P.A.,424 W Landis Ave,Vineland,NJ,263171.0,Paid in Full,02/12/2021,7478438405,541110,Century Savings Bank,Century Savings Bank
SPECIALTY DRUG TESTING LLC,1300 Finks Hideaway Rd,Monroe,LA,263152.5,Paid in Full,02/12/2021,7716128402,621511,Century Next Bank,Century Next Bank
MCNAB & MCNAB ENTERPRISES INC,310 N Courtenay Parkway,MERRITT ISLAND,FL,262830.0,Paid in Full,04/15/2020,9394277106,722511,Century Bank,Century Bank
"YOUNGFIELD HOMES, INC",22260 Dodd Blvd,Lakeville,MN,261800.0,Paid in Full,01/17/2021,1475168306,236115,21st Century Bank,21st Century Bank
"EXTECH CORING & SAWING, LLC",444 COHAWKIN RD,SEWELL,NJ,260500.0,Paid in Full,04/11/2020,3141557101,238990,Century Savings Bank,Century Savings Bank
"LANDCARE LANDSCAPING, INC.",6767 South Lois Avenue,TAMPA,FL,259933.0,Paid in Full,04/10/2020,1619287104,561730,Century Bank of Florida,Century Bank of Florida
ST. PAUL'S CHILDHOOD CENTER,900 Summit Ave,SAINT PAUL,MN,259200.0,Paid in Full,04/09/2020,9626047009,624410,21st Century Bank,21st Century Bank
GONZALEZ WESTLAND JEWELERS INC.,6750 Main St,Miami Lakes,FL,258649.2,Paid in Full,01/28/2021,7939068307,448310,U.S. Century Bank,U.S. Century Bank
WIN-VINELAND LLC,2196 W Landis Ave,Vineland,NJ,258608.0,Exemption 4,01/19/2021,1673488309,721110,Century Savings Bank,Century Savings Bank
PHILADELPHIA CHILDRENS ALLIANCE,807 Dorsey Street,GAINESVILLE,GA,258355.52,Paid in Full,04/29/2020,4521357303,624110,First Century Bank National Association,First Century Bank National Association
EL FLORIDITA FISH RESTAURANT INC,13501 SW 136th St Ste 101,Miami,FL,258321.0,Paid in Full,02/02/2021,1652878407,722511,U.S. Century Bank,U.S. Century Bank
LENSIC PERFORMING ARTS CENTER CORPORATION,211 W San Francisco St,Santa Fe,NM,258302.0,Paid in Full,04/07/2021,7993158703,711190,Century Bank,Century Bank
"CASSIDY'S LANDSCAPING, INC.",3901 Agua Fria,SANTA FE,NM,257657.0,Paid in Full,04/28/2020,7895287206,561730,Century Bank,Century Bank
GUNDREY ENTERPRISES LLC,193 PASEO DE PERALTA,SANTA FE,NM,257440.0,Paid in Full,04/07/2020,6778327005,722511,Century Bank,Century Bank
INTERACTIVE BLUE COMMUNICATIONS LLC,4150 SW 70th Ct,Miami,FL,257328.35,Paid in Full,01/29/2021,8388768302,541690,U.S. Century Bank,U.S. Century Bank
"UNIVERSAL MOLD & TOOL, INC.",1200 SOUTH WEST BLVD BUILDING 4 SUITE E,VINELAND,NJ,257300.0,Paid in Full,04/05/2020,5160337001,333511,Century Savings Bank,Century Savings Bank
"PHAT STEEL, INC",215 GOLD AVE,ALBUQUERQUE,NM,256922.5,Paid in Full,04/13/2020,5235097105,238120,Century Bank,Century Bank
MOSS RESTAURANT GROUP,887 Nostrand Ave,Brooklyn,NY,256645.13,Charged Off,01/28/2021,7552528309,722511,U.S. Century Bank,U.S. Century Bank
"JB BUILDERS & CONTRACTORS, INC",1460 NW 78TH AVE,MIAMI,FL,256281.0,Charged Off,04/14/2020,6596647104,236220,U.S. Century Bank,U.S. Century Bank
REMODELING TODAY INC,75 Midtown Park E,MOBILE,AL,255855.0,Paid in Full,04/11/2020,2903317102,541840,Century Bank,Century Bank
"DIVERSIFIED VENTURES OF WORTHINGTON, LLC",1290 RYANS RD,WORTHINGTON,MN,255800.0,Paid in Full,05/28/2020,4399327801,722511,21st Century Bank,21st Century Bank
"CUMBERLAND CHRISTIAN SCHOOL, INC.",1100 W. SHERMAN AVE,VINELAND,NJ,254600.0,Paid in Full,04/05/2020,5092137008,611110,Century Savings Bank,Century Savings Bank
"RICHARD T. SMITH, PC",807 Dorsey Street,GAINESVILLE,GA,254531.0,Paid in Full,04/05/2020,5221797004,541110,First Century Bank National Association,First Century Bank National Association
"MIAMI RESORTS, INC.",6700 NW 12th St,Miami,FL,254219.0,Paid in Full,02/11/2021,7057958410,721110,U.S. Century Bank,U.S. Century Bank
"DTL'S, INCORPORATED",100 Calle Industrial,BERNALILLO,NM,253685.0,Paid in Full,04/13/2020,4958577106,541330,Century Bank,Century Bank
PLAZA RESTAURANT LLC,54 Lincoln Ave,SANTA FE,NM,253510.05,Paid in Full,04/29/2020,2849697305,722511,Century Bank,Century Bank
BENJAMIN MAINTENANCE CORP.,104 22nd St,Brooklyn,NY,253485.0,Paid in Full,05/14/2021,1985729010,238160,U.S. Century Bank,U.S. Century Bank
STEPPING STONES ELC INC.,3299 RIDGESTONE WAY,SAINT PAUL,MN,253000.0,Paid in Full,04/05/2020,5255647003,624410,21st Century Bank,21st Century Bank
LAS VEGAS VIII CORP.,6015 Garfield St,Hollywood,FL,252435.15,Paid in Full,03/25/2021,9234518604,722511,U.S. Century Bank,U.S. Century Bank
GUNSMOKE ENERGY SERVICES LLC,412 Hogan Rd,Ruston,LA,252190.92,Paid in Full,01/28/2021,7524458304,213111,Century Next Bank,Century Next Bank
GUNSMOKE ENERGY SERVICES LLC,412 HOGAN RD,RUSTON,LA,252190.92,Paid in Full,04/13/2020,4986087109,213112,Century Next Bank,Century Next Bank
LAS VEGAS RESTAURANT II CORP.,6015 Garfield St,Hollywood,FL,251562.04,Paid in Full,03/25/2021,8661808608,722511,U.S. Century Bank,U.S. Century Bank
"EDGEWATER CONSTRUCTION GROUP, INC.",6962 SW 47TH ST,MIAMI,FL,251250.0,Paid in Full,04/13/2020,5087737104,236220,U.S. Century Bank,U.S. Century Bank
"STARBOARD GROUP OF TAMPA II, LLC",12540 W ATLANTIC BLVD,CORAL SPRINGS,FL,251195.0,Paid in Full,04/13/2020,5489237110,722513,U.S. Century Bank,U.S. Century Bank
"CHARLOTTE MOTORSPORTS, LLC",1110 Tamiami Trail,PUNTA GORDA,FL,250800.0,Paid in Full,04/04/2020,4631517010,441228,Century Bank and Trust,Century Bank and Trust
"KIDS LEARNING CENTER OF SOUTH DADE, INC.",11500  Quail Roost Drive,MIAMI,FL,250725.0,Paid in Full,04/11/2020,3436367100,624410,U.S. Century Bank,U.S. Century Bank
ROAD RUNNER STRIPING TECHNOLOGIES INC.,9804 80TH AVE,MIAMI LAKES,FL,250000.0,Paid in Full,04/30/2020,7361377302,811121,U.S. Century Bank,U.S. Century Bank
"FLORIDA FENCE DISTRIBUTORS, INC",7820 NW 74th ST,MEDLEY,FL,250000.0,Paid in Full,04/11/2020,2959997106,423390,U.S. Century Bank,U.S. Century Bank
"INDUSTRIAL AUTOMATION PRODUCTS, INC.",10045 DAVENPORT ST NE,Blaine,MN,250000.0,Paid in Full,04/28/2020,8092947204,333999,21st Century Bank,21st Century Bank
JD RESTORATION INC,5514 NW 72nd Ave,Miami,FL,249984.25,Paid in Full,03/31/2021,3272178700,524291,U.S. Century Bank,U.S. Century Bank
PC/MAC PRODUCTS & SERVICES INC.,7863 Airway Park Dr,Mobile,AL,249888.52,Paid in Full,02/13/2021,8554108408,541519,Century Bank,Century Bank
"MOUNTAIN WEST GOLFSCAPES,INC.",3608 STATE HIGHWAY 47,PERALTA,NM,249655.0,Paid in Full,04/11/2020,2890147110,237210,Century Bank,Century Bank
"TROPICAL SUPERMARKET NO. 15, INC.","10855 SW 72ND ST, SUITE 33",MIAMI,FL,249617.0,Paid in Full,04/27/2020,5173087204,445110,U.S. Century Bank,U.S. Century Bank
"MROWL.COM, INC.",6501 Americas Parkway NE Suite 810,ALBUQUERQUE,NM,249036.0,Paid in Full,04/11/2020,3003067109,519130,Century Bank,Century Bank
MROWL.COM INC.,6501 Americas Pkwy NE Ste 800,Albuquerque,NM,249035.0,Paid in Full,01/22/2021,4079998310,519130,Century Bank,Century Bank
"THESING POWER SWEEPING, INC.",PO BOX,WOODBURY,NJ,248800.0,Paid in Full,04/04/2020,5058377006,488119,Century Savings Bank,Century Savings Bank
AK CAPITAL LLC,9742 SW 184th St,Cutler Bay,FL,248700.0,Paid in Full,04/17/2021,5401118809,523120,U.S. Century Bank,U.S. Century Bank
"THE CHILDREN'S GARDEN CHILD DEVELOPMENT CENTER, INC",650 S VALLEY DR BLDG B,LAS CRUCES,NM,248656.44,Paid in Full,04/10/2020,1299237100,624410,Century Bank,Century Bank
"FARRELL, PATEL, JOMARRON & LOPEZ PLLC",4300 Biscayne Blvd,MIAMI,FL,248557.0,Paid in Full,04/12/2020,3981587102,541110,U.S. Century Bank,U.S. Century Bank
FENSTRA LAWN SERVICE LLC,17620 113th Ave N,MAPLE GROVE,MN,248400.0,Paid in Full,04/08/2020,8016287009,561730,21st Century Bank,21st Century Bank
"JACARANDA CATERING, INC.",9200 WEST BROWARD BLVD,PLANTATION,FL,247702.0,Paid in Full,04/30/2020,6253537300,722320,U.S. Century Bank,U.S. Century Bank
SOUTHWEST WHOLESALE SUPPLY INC.,600 CANDELARIA RD NE,ALBUQUERQUE,NM,247608.82,Paid in Full,04/14/2020,7071107108,531190,Century Bank,Century Bank
JACARANDA CATERING,9200 W Broward Blvd,Plantation,FL,246982.5,Paid in Full,03/17/2021,4007788601,541990,U.S. Century Bank,U.S. Century Bank
GL SOLUTIONS3 LLC,8300 JEFFERSON ST Suite A,ALBUQUERQUE,NM,246675.0,Paid in Full,04/14/2020,6534347102,423210,Century Bank,Century Bank
AMERICAN SOCIAL MANAGEMENT LLC,1401 E Broward Blvd Ste 305,Fort Lauderdale,FL,246407.49,Paid in Full,01/28/2021,7381678302,722511,U.S. Century Bank,U.S. Century Bank
"PITTMAN'S PAINT & BODY SHOP, INC.",300 Hammock Rd NW,Milledgeville,GA,246070.0,Paid in Full,04/10/2020,2522127100,811121,Century Bank & Trust,Century Bank & Trust
MOTHER OF CHRIST CATHOLIC SCHOOL,14141 SW 26th St,Miami,FL,246062.5,Paid in Full,02/26/2021,4540758503,813110,U.S. Century Bank,U.S. Century Bank
FAVS CORP.,331 HUSTED STATION RD,PITTSGROVE,NJ,243900.0,Paid in Full,04/05/2020,5076307000,423720,Century Savings Bank,Century Savings Bank
PEDIATRIC ASSOCIATES L.L.C.,1318 S MAIN RD,VINELAND,NJ,243700.0,Paid in Full,04/27/2020,3774377204,621111,Century Savings Bank,Century Savings Bank
TOWER HOSPITALITY L.L.C.,1386 S Delsea Dr,Vineland,NJ,242555.0,Paid in Full,01/19/2021,1668798303,561110,Century Savings Bank,Century Savings Bank
"TOWER HOSPITALITY, L.L.C.",1386 S. DELSEA DR,VINELAND,NJ,242500.0,Paid in Full,04/04/2020,5034437006,721110,Century Savings Bank,Century Savings Bank
WARNER OIL COMPANY,400 RACE ST,COLDWATER,MI,242400.0,Paid in Full,04/14/2020,6066907102,424710,Century Bank and Trust,Century Bank and Trust
MOTHER OF CHRIST CATHOLIC SCHOOL,14141 SW 26TH ST,MIAMI,FL,242027.5,Paid in Full,04/28/2020,7256457202,813110,U.S. Century Bank,U.S. Century Bank
OLUS HOME INC,1315  12TH AVE N,MINNEAPOLIS,MN,242000.0,Paid in Full,04/05/2020,5203637009,623110,21st Century Bank,21st Century Bank
AP PRODUCTS INC,200 JAY ST,COLDWATER,MI,241300.0,Paid in Full,04/04/2020,4750107008,441210,Century Bank and Trust,Century Bank and Trust
"PLUMBING BY FISHER, INC.",9875 Kill Creek Rd,De Soto,KS,241190.0,Paid in Full,03/23/2021,6737548600,238220,TriCentury Bank,TriCentury Bank
MINNESOTA SMOOTHIES AND MORE INC,1702 LEXINGTON AVE,SAINT PAUL,MN,240700.0,Paid in Full,04/07/2020,7507597008,722515,21st Century Bank,21st Century Bank
"FREEWHEEL PENN, LLC",3916 OLD SHAKOPEE RD,Bloomington,MN,240700.0,Paid in Full,04/05/2020,5196467007,451110,21st Century Bank,21st Century Bank
"A.S. TURNER AND SONS, INC.",807 Dorsey Street,GAINESVILLE,GA,239816.75,Paid in Full,04/29/2020,3178937308,812210,First Century Bank National Association,First Century Bank National Association
PRESIDENTE SUPERMARKET NO. 45 INC,6406 LAKE WORTH RD,GREENACRES,FL,239771.7,Paid in Full,04/14/2020,5729207101,445110,U.S. Century Bank,U.S. Century Bank
"TOM WILLIS ENTERPRISES, INC.",9800 MONTGOMERY BLVD NE,ALBUQUERQUE,NM,239219.0,Paid in Full,04/15/2020,1715577206,722511,Century Bank,Century Bank
THE KIRKSEY AGENCY INC,639 COMMERCIAL PARKWAY SUITE A,WEST MONROE,LA,239217.0,Paid in Full,04/13/2020,4944467107,524126,Century Next Bank,Century Next Bank
"DIESEL CAST WEST, INC.",8100 NE  14TH PL,PORTLAND,OR,238900.0,Paid in Full,04/27/2020,5418417206,332999,21st Century Bank,21st Century Bank
SANDERS ENGINEERING AND ANALYTICAL SERVICES INC,2255 Schillinger Rd N,Mobile,AL,238838.03,Paid in Full,01/29/2021,8441038306,541990,Century Bank,Century Bank
MENICUCCI INSURANCE AGENCY LLC,2116 VISTA OESTE,ALBUQUERQUE,NM,238247.5,Paid in Full,04/09/2020,1002867101,524210,Century Bank,Century Bank
ROWE PLUMBING AND IRRIGATION LLC,2601 Halls Mill Rd,MOBILE,AL,238242.0,Paid in Full,04/10/2020,1407337104,332913,Century Bank,Century Bank
TROPICAL SUPERMARKET CORPORATION,500 SW 8TH ST,MIAMI,FL,237888.6,Paid in Full,04/15/2020,1142947201,445110,U.S. Century Bank,U.S. Century Bank
"WORD OF PEACE LUTHERAN CHURCH OF ROGERS, MINNESOTA",21705 129TH AVE N,ROGERS,MN,237700.0,Paid in Full,04/03/2020,4496167008,813110,21st Century Bank,21st Century Bank
